id,name,country,country_codes,iso,severity,population,latitude,longitude,description,french_name,spanish_name
1867,Iranxe,Brazil,BRA,irn,Critically endangered,10,-12.6939,-57.8430,,irantxe-mynky,irantxe
2595,Kamarian,Indonesia,IDN,kzx,Critically endangered,10,-3.4366,128.5345,"West Seram Island, Maluku",kamarian,kamarian
194,Karajarri,Australia,AUS,gbd,Critically endangered,10,-19.0205,122.3437,,karadjeri,karacheri
613,Karipuna,Brazil,BRA,kuq,Definitely endangered,10,-10.2284,-64.5556,"Indigenous lands Karipuna, north-western Rondônia, Upper Madeira River - Brazil.",karipuna,karipuna
615,Katawixi,Brazil,BRA,xat,Critically endangered,10,-8.8416,-66.0937,"The group lives in the indigenous lands Jacareúba/Katawixi, Jacareúba River, a right-bank tributary of the Purus River, Municipality of Canutama, Amazonas State - Brazil.",katawixí,catahuichí
863,Kawaiisu,United States of America,USA,xaw,Critically endangered,10,35.0589,-118.4026,,kawaiisu,kawaiisu
1450,Khövsgöl Uryangkhay,Mongolia,MNG,,Critically endangered,10,50.9722,101.3159,to the east of Lake Khövsgöl in Khövsgöl League in the northernmost region of Mongolia,ouïghour uryangkhai,urianjai de Khövsgöl
1880,Krenak,Brazil,BRA,kqq,Critically endangered,10,-19.1937,-41.1527,,krenák,botokudo
199,Kurrama,Australia,AUS,vku,Critically endangered,10,-21.6383,117.9711,,kurrama,kurrama
202,Lardil,Australia,AUS,lbz,Critically endangered,10,-16.5526,139.3176,,lardil,lardil
2270,Lom,Indonesia,IDN,,Critically endangered,10,-1.6751,105.8917,Sumatra,"belom, mapor",lom
2644,Lorediakarkar,Vanuatu,VUT,lnn,Critically endangered,10,-15.1967,167.0498,Central East Coast of Santo Island,lorediakarkar,lorediakarkar
203,Madngele,Australia,AUS,zml,Critically endangered,10,-13.3789,130.5395,,madnegele,madngele
214,Malak Malak,Australia,AUS,mpb,Critically endangered,10,-13.7713,130.6384,,malak-malak,mulukomuluko
454,Manchu (Amur),China,CHN,"juc, mnc",Critically endangered,10,49.7666,127.5000,Dawujia village in Aihui County of Heihe Prefecture of Heilongjiang Province; Manchu was originally spoken all over historical Manchuria; it includes the extinct Jurchen,mandchou (Amour),manchú (Amur)
453,Manchu (Nonni),China,CHN,"juc, mnc",Critically endangered,10,48.0083,124.3542,Sanjiazi village in Fuyu County of Heilongjiang Province; Manchu was originally spoken all over historical Manchuria; it includes the extinct Jurchen,mandchou (Nonni),manchú (Nonni)
884,Mandan,United States of America,USA,mhq,Critically endangered,10,47.5165,-102.2461,"Mandan, at Twin Buttes, ND,  is one of the Three Affiliated Tribes, sharing  the Fort Berthold Reservation in North Dakota with Hidatsa and the Arikara.",mandan,mandano
206,Marrisyefin,Australia,AUS,zmj,Critically endangered,10,-13.9340,129.8254,,maridjabin,maridjabin
1655,Massalat,Chad,TCD,mdg,Critically endangered,10,12.7635,20.5993,,massalat,massalat
2144,Matanvat,Vanuatu,VUT,,Critically endangered,10,-15.8972,167.1947,Malekula,matanvat,matanvat
627,Matipu,Brazil,BRA,mzo,Critically endangered,10,-12.2366,-53.1875,"The group lives in the indigenous lands Parque Indígena do Xingu, in the villages Magijapei, Jagamü, Künga-Hünga, Municipality of Gaúcha do Norte and Querência, Mato Grosso State - Brazil.",matipu,matipuhy
1674,Mawayana (Brazil),"Brazil, Suriname","BRA, SUR","mpw, mzx",Critically endangered,10,-0.9447,-58.2495,,mawayana (Brésil),mawayana (Brasil)
1326,Munsee (Canada),Canada,CAN,umu,Critically endangered,10,42.5700,-81.8790,Spread over 4 communities in Canada,munsee (Canada),unamí (Canadá)
2148,Naati,Vanuatu,VUT,,Critically endangered,10,-16.5150,167.4645,Malekula,naati,naati
223,Ngardi,Australia,AUS,wpb,Critically endangered,10,-20.6327,128.5839,,ngardi,engardi
110,Ngbinda,Democratic Republic of the Congo,ZAI,nbd,Critically endangered,10,4.6092,27.0812,,ngbinda,ngbinda
1465,Northern Paiute (Idaho),United States of America,USA,pao,Critically endangered,10,43.0439,-112.4566,"Sho-Ban Tribe of Fort Hall Reservation, Idaho. Speakers of Northern Paiute are found in communities in Oregon, Nevada, California, and Idaho.",paiute du nord (Idaho),payuté septentrional (Idaho)
2604,Nusa Laut,Indonesia,IDN,nul,Critically endangered,10,-3.6833,128.8000,"Nusa Laut and Lease Islands, Maluku",nusa laut,nusa laut
269,Oneida (Wisconsin),United States of America,USA,one,Critically endangered,10,44.5158,-88.0075,"At Green Bay, WI; Oneida, NY. In Canada: Thames River near London, Ontario.",oneida (Wisconsin),oneida (Wisconsin)
270,Onondaga (New York),United States of America,USA,ono,Critically endangered,10,43.0470,-76.1422,"Near Syracuse, NY; Six Nations Reserve, Ontario, Canada.",onondaga (New York),onondaga (Nueva York)
887,Osage,United States of America,USA,osa,Critically endangered,10,36.6683,-96.3316,"In  northeastern Oklahoma, around Pawhuska.",osage,osague
1840,Parintintin,Brazil,BRA,pah,Critically endangered,10,-6.5773,-61.7871,,parintintín,parintintin
892,Pawnee,United States of America,USA,paw,Critically endangered,10,36.3372,-96.8032,In Pawnee County in north central Oklahoma.,pawnee,paní
2698,Puari,Papua New Guinea,PNG,pux,Critically endangered,10,-2.8689,141.6577,Sandaun (West Sepik) Province,puari,puari
231,Rembarrnga,Australia,AUS,rmb,Critically endangered,10,-13.3896,133.6706,,rembaranga,rembarunga
2125,Sene,Papua New Guinea,PNG,sej,Critically endangered,10,-6.3753,147.7825,Morobe Province,sene,sene
2155,Sowa,Vanuatu,VUT,,Critically endangered,10,-15.8609,168.1842,Pentecost,sowa,sowa
2706,Susuami,Papua New Guinea,PNG,ssu,Critically endangered,10,-7.2044,146.5493,"Upper Watut River valley, outside Bulolo town, Morobe Province",susuami,susuami
2707,Taap,Papua New Guinea,PNG,wnc,Critically endangered,10,-6.1460,146.3955,"Kaiapit District, Morobe Province",taap,wantoat
2153,Tape,Vanuatu,VUT,,Critically endangered,10,-16.0953,167.3094,Malekula,tape,tape
416,Ter Saami,Russian Federation,RUS,sjt,Critically endangered,10,68.0638,38.7063,"earlier the eastern parts of Lovozero County in Murmansk Province, from where the speakers were translocated to Lovozero",saami ter,saamí de Ter
2041,Thao,China,CHN,ssf,Critically endangered,10,23.8808,120.9206,Taiwan Province,thao,thao
819,Tule-Kaweah Yokuts,United States of America,USA,yok,Critically endangered,10,36.0269,-118.7213,"In the Sierra Nevada foothills along the Tule and Kaweah Rivers, east of Porterville, CA; Tule River Reservation.",yokuts de Tule-Kaweah,yokuts de Tule-Kaweah
502,Tundra Enets,Russian Federation,RUS,enh,Critically endangered,10,71.6973,83.5839,the village of Vorontsovo in Ust’-Yeniseysk County in the former Taymyr (Dolgan and Nenets) Autonomous District,enets de la toundra,éncico de la tundra
893,Wichita,United States of America,USA,wic,Critically endangered,10,35.0647,-98.2788,"Today Wichita live in Caddo County in central Oklahoma,  in and around the town of Anadarko.",wichita,quivira
1942,Xambioá,Brazil,BRA,kpj,Critically endangered,10,-7.1717,-49.1583,"Parque Indígena do Araguaia, States of Tocantins and Goiás, Brazil
Karajá, Javaé, and Xambioá are dialects on one language, all having the self-designation iny [i'nã].  Javaé is the most divergent according to Ribeiro.",kaparajá,chamboa
1509,Yawalapiti,Brazil,BRA,yaw,Critically endangered,10,-12.1702,-53.3365,"Terra Indígena do Xingu, Alto Xingu, Estado de Mato Grosso",yawalapiti,yawalapití
251,Yiiji,Australia,AUS,wub,Critically endangered,10,-15.8458,127.6281,,yiiji,yiiji
995,Arára Shawãdáwa,Brazil,BRA,knt,Critically endangered,9,-8.5810,-72.2900,,arara-shawanawa,catuquina
201,Kuuku Ya'u,Australia,AUS,kuy,Critically endangered,9,-12.0185,142.8112,,kuuku-ya'u,kuuku-ya'u
221,Ngandi,Australia,AUS,nid,Critically endangered,9,-13.6459,135.2087,,ngandi,engandi
217,Ngarluma,Australia,AUS,nrl,Critically endangered,9,-21.1664,117.3339,,ngarluma,engarluma
668,Zaparo,"Ecuador, Peru","ECU, PER",zro,Critically endangered,9,-2.2186,-76.5087,Ecuador: Province of Pastaza.,zaparo,záparo
78,Ongota,Ethiopia,ETH,bxe,Critically endangered,8,5.3207,37.2244,,ongota,birale
575,Ajuru,Brazil,BRA,wyr,Severely endangered,8,-12.0178,-64.7534,"The group living in indigenous lands Rio Guaporé, south-western Rondônia  - Brazil",ayuru,huayoró
2515,Araki,Vanuatu,VUT,akr,Critically endangered,8,-15.6322,166.9413,"Araki Island, Santo",araki,araki
913,Ayapanec,Mexico,MEX,,Critically endangered,8,18.2241,-93.1108,"Locality of Ayapa, Municipality of Jalpa de Méndez, state of Tabasco",ayapanec,ayapaneco
1400,Busuu,Cameroon,CMR,bju,Critically endangered,8,6.8282,10.1087,,busuu,busú
583,Chamicuro,Peru,PER,ccc,Critically endangered,8,-5.5285,-75.5969,"Departamento de Loreto, provincia  de Alto Amazonas, distrito de  Lagunas, localidad de Pampa Hermosa (en un afluente del río Huallaga)",chamicuro,chamicuro
437,Dumi,Nepal,NPL,dus,Critically endangered,8,27.3095,86.7521,Khoṭāṅ district.,dumi,dumí
195,Kayardild,Australia,AUS,gyd,Critically endangered,8,-17.1197,139.4604,,kayardild,gayardil
636,Munichi,Peru,PER,myr,Critically endangered,8,-5.8182,-76.1846,"En el poblado de  Muniches, cerca de  Yurimaguas, en el departamento de  Loreto",munichi,muniche
132,N|uu,South Africa,ZAF,ngh,Critically endangered,8,-28.5169,21.4453,"4 speakers in the Upington area (pointer), 1 in Oifantshoek area, 3 in Andriesvale-Witdraai area. Rumors about two possible speakers in Khwa.",n|uu,engukí
664,Xetá,Brazil,BRA,xet,Critically endangered,8,-23.2867,-53.3935,"Brazil, Paraná State",xetá,xetá
805,Kiksht,United States of America,USA,chh,Critically endangered,7,44.2708,-121.2871,The Wasco variety is represented by five elderly speakers on the Warm Springs Reservation in north-central Oregon.  The Wishram variety is spoken by two elders on the Yakama Reservation in eastern Washington,kiksht,kiksht
2114,Makolkol,Papua New Guinea,PNG,zmh,Critically endangered,7,-4.8994,151.6827,East New Britain,makolkol,makolkol
567,Akuntsu,Brazil,BRA,,Critically endangered,6,-13.1169,-61.0180,"The group lives in indigenous lands Rio Omoréré, south-eastern Rondônia  - Brazil",akuntsu,akuntsu
1663,Anambé,Brazil,BRA,aan,Critically endangered,6,-2.7674,-49.2297,,anambé,anambé
2071,Arabana,Australia,AUS,ard,Critically endangered,6,-28.6134,135.8349,,arabana,arabana
844,Ipai,United States of America,USA,dih,Critically endangered,6,32.9359,-116.8680,"Four communities in northwestern San Diego County, including Mesa Grande, Santa Ysabel, San Pasqual, and Barona.",diegueño du nord,ipái
369,Karaim (Western Ukraine),Ukraine,UKR,kdr,Critically endangered,6,50.7538,25.3351,towns of Luts’k (Lutsk) and Halych (Galich),karaïm (Ukraine occidentale),karaím (Ucrania occidental)
820,Kings River Yokuts,United States of America,USA,yok,Critically endangered,6,36.9104,-118.9261,"East of Fresno, CA.",yokuts kings river,yokuts del río Kings
133,Korana,South Africa,ZAF,kqz,Critically endangered,6,-26.9352,24.1254,,korana,korana
204,Mangarrayi,Australia,AUS,mpc,Critically endangered,6,-14.8067,133.8793,,mangarayi,mangarai
815,Northern Sierra Miwok,United States of America,USA,nsq,Critically endangered,6,38.4008,-120.5351,Spoken at the Jackson Rancheria near Westpoint,miwok de la Sierra du nord,miwokano serrano septentrional
2655,Abaga,Papua New Guinea,PNG,abg,Critically endangered,5,-6.1883,145.5976,"North of Henganofi, around Kisi, Eastern Highlands Province, eastern part of the Goroka District",abaga,abaga
163,"Aleut (Western, Commander Islands)",Russian Federation,RUS,ale,Critically endangered,5,55.1710,166.0940,"Bering Island, one of the Commander Islands in the west of the Aleutian chain, near Kamchatka, in Kamchatka Province; moved there from Attu Island in Alaska in the early 19th century; cf. Copper Island Aleut","aleut (occidental, îles du Commandeur)","aleutiano (occidental, islas del Comandante)"
2417,Aqaw Gelao,China,CHN,gio,Critically endangered,5,28.7447,106.0714,,gelao aqaw,aqao
2142,Aveteian,Vanuatu,VUT,,Critically endangered,5,-16.3985,167.4213,Malekula,aveteian,aveteian
719,Central Selkup,Russian Federation,RUS,sel,Critically endangered,5,59.8903,82.0129,mainly the eastern parts of Kargasok and Parabel’ counties in Tomsk Province,selkup central,selcupo central
1789,Cocama-Cocamilla (Brazil),Brazil,BRA,cod,Critically endangered,5,-1.8043,-66.5332,,cocama-cocamilla (Brésil),cocama-cocamilla (Brasil)
178,Dyirbal,Australia,AUS,dbl,Critically endangered,5,-18.0205,145.4809,,dyirbal,chirbal
2077,Gamilaraay,Australia,AUS,kld,Critically endangered,5,-29.7929,149.7106,,kamilaroi,kamilaroi
2722,Great andamanese,India,IND,akj,Critically endangered,5,12.2326,92.9031,Middle and North Adaman,grand andamanais,andamanés
600,Guató,Brazil,BRA,gta,Critically endangered,5,-17.6440,-57.6562,"Indigenous lands Guató, extreme north-western Mato Grosso do Sul State, on the border between Bolivia and Mato Grosso and Mato Grosso do Sul states, north of Corumbá - Mato Grosso do Sul - Brazil.",guató,guató
152,Holikachuk,United States of America,USA,hoi,Critically endangered,5,64.2254,-155.3027,,holikachuk,holikachuk
527,Iduh (Viet Nam),Viet Nam,VNM,,Critically endangered,5,19.4162,104.4870,,iduh (Viet Nam),odu (Vitenam)
2200,Isarog Agta,Philippines,PHL,agk,Critically endangered,5,13.6805,123.3805,,agta d'Isarog,agta de Isarog
606,Itonama,Bolivia (Plurinational State of),BOL,ito,Critically endangered,5,-13.6246,-63.5668,"Magdalena and Huacaraje, province of Iténez, department of Beni",itonama,itonama
609,Juma,Brazil,BRA,jua,Critically endangered,5,-7.4496,-63.8195,"The group lives in indigenous lands Juma, upper courses of the Ipixuna, Mucuim, Tabocal, and Jacaré rivers (tributaries of the Purus), on the Igarapé Tapiu (right tributary of the Içuã), Municipality of Canutama between the cities of Humaita and Lábrea - Amazonas State - Brazil",juma,yuma
960,Kalispel,United States of America,USA,fla,Critically endangered,5,48.2549,-117.2174,"Kalispel Reservation in northeastern Washington, Spokane Reservation, and Chewelah.",kalispel,kalispel
611,Kanoê,Brazil,BRA,kxo,Critically endangered,5,-13.1222,-61.0510,The group lives in indigenous lands Rio Guaporé and Rio Branco Municipalities of  Guajará-Mirim and Alta Floresta d’Oeste- Rondônia state  - Brazil.,kanoê,kanoé
2549,Liki,Indonesia,IDN,lio,Critically endangered,5,-1.6202,138.7380,"Like Island, Irian Jaya",liki,sobei
869,Luiseño,United States of America,USA,lui,Critically endangered,5,33.4622,-117.1269,"Descendants live at the La Jolla, Rincon, Pauma, Pechanga, and Pala Reservations, and in the town of San Juan Capistrano.",luiseño,luiseño
793,Lushootseed,United States of America,USA,lut,Critically endangered,5,47.6074,-122.5681,"Upper Skagit, Swinomish, Suquamish, Muckleshoot, Puyallup, and Nisqually Reservations, and especially the Tulalip Reservation near Marysville, WA.",lushootseed,pugué
455,Manchurian Kirghiz,China,CHN,,Critically endangered,5,47.8000,124.2000,Fuyu County in Heilongjiang Province in China; extinct since the early twentieth century in Hulun Buir League in Inner Mongolia,kirghiz de Mandchourie,quirguís manchuriano
2551,Mansim,Indonesia,IDN,had,Critically endangered,5,-0.9008,134.0441,Irian Jaya,mansim,borai
2146,Naman,Vanuatu,VUT,lzl,Critically endangered,5,-16.1216,167.4337,Malekula,naman,naman
2147,Nasarian,Vanuatu,VUT,nvh,Critically endangered,5,-16.3517,167.4659,Malekula,nasarian,nasariano
2149,Navwien,Vanuatu,VUT,,Critically endangered,5,-16.4690,167.4975,Malekula,navwien,navwien
40,Ndai,Cameroon,CMR,gke,Critically endangered,5,8.3990,14.1641,,ndai,ndai
218,Ngalakan,Australia,AUS,nig,Critically endangered,5,-14.5729,134.4946,,ngalakan,engalakán
2150,Nivat,Vanuatu,VUT,,Critically endangered,5,-16.1302,167.3835,Malekula,nivat,nivat
2151,Niviar,Vanuatu,VUT,,Critically endangered,5,-16.1302,167.3945,Malekula,niviar,niviar
2513,Olrat,Vanuatu,VUT,,Critically endangered,5,-14.2796,167.4302,Gaua Island,olrat,olrat
640,Oro Win,Brazil,BRA,orw,Critically endangered,5,-11.6683,-65.1379,Not mutually intelligible with Warí.  Moré is still more distant.,oro win,orovín
1958,Paunaca,Bolivia (Plurinational State of),BOL,,Critically endangered,5,-16.5730,-61.4355,,paunaca,paunaca
651,Resígaro,Peru,PER,rgr,Critically endangered,5,-2.7674,-71.7187,"Loreto, prov. de  Mariscal Castilla, cuenca  del río  Yahuasyaco, en aldeas de  boras ( tal como Brillo Nuevo)",resigaro,resígaro
2152,Sorsorian,Vanuatu,VUT,,Critically endangered,5,-16.4709,167.6499,Malekula,sorsorian,sorsorian
679,Southern Selkup,Russian Federation,RUS,sel,Critically endangered,5,58.6626,85.8581,Kolpashevo and Upper Ket’ (Verkhneketskiy) counties in Tomsk Province and adjacent parts of Krasnoyarsk Region in the Russian Federation; formerly spoken further to the south,selkoupe meridional,selcupo meridional
1359,Tuzantec,Mexico,MEX,,Critically endangered,5,15.1455,-92.4232,"Municipality of Tuzantán, state of Chiapas",tuzantec,tuzanteco
2154,Umbrul,Vanuatu,VUT,,Critically endangered,5,,,Malekula,Umbrul,Umbrul
2138,Vano,Solomon Islands,SLB,vnk,Critically endangered,5,-11.6286,166.8383,Vanikoro,vano,vano
249,Wunambal,Australia,AUS,wub,Critically endangered,5,-15.6124,125.0024,,wunambal,wunambal
902,Yuchi,United States of America,USA,yuc,Critically endangered,5,36.0009,-96.0988,"In northeastern Oklahoma, near Sapulpa, Hectorsville, and Bristow.",yuchi,yuchi
2521,Bonerif,Indonesia,IDN,bnv,Critically endangered,4,-2.1088,139.2352,Irian Jaya,bonerif,bonerif
802,Coeur d'Alene,United States of America,USA,crd,Critically endangered,4,43.3433,-116.8873,Coeur d’Alene Reservation in northern Idaho,coeur d’Alene,cordaleno
2074,Dharawal,Australia,AUS,tbh,Critically endangered,4,-34.7235,150.5786,,dharawal,thurawal
2106,Guranalum,Papua New Guinea,PNG,,Critically endangered,4,-4.3464,152.8417,New Ireland,guranalum,guramalumo
2266,Lengilu,Indonesia,IDN,lgi,Critically endangered,4,3.7327,115.8728,"Kalimantan, Indonesia",Lengilu,lengilu
38,Njerep,Cameroon,CMR,,Critically endangered,4,6.4572,11.2884,,njerep,ñerup
2120,Ouma,Papua New Guinea,PNG,oum,Critically endangered,4,-10.2330,149.1000,Central Province,ouma,ouma
2072,Paakantyi,Australia,AUS,drl,Critically endangered,4,-31.5598,143.3935,,baagandji,baagandji
2563,Saponi,Indonesia,IDN,spi,Critically endangered,4,-2.4025,136.5037,Irian Jaya,saponi,saponi
2139,Tanema,Solomon Islands,SLB,tnw,Critically endangered,4,-11.6986,166.9111,Vanikoro,tanema,tanema
658,Tehuelche,Argentina,ARG,teh,Critically endangered,4,-51.5087,-70.3125,Patagonia,tehuelche,tehuelche
1462,Totoró,Colombia,COL,ttk,Critically endangered,4,2.5040,-76.4016,,totoró,totoró
235,Waanyi,Australia,AUS,gbc,Critically endangered,4,-17.7486,138.2739,,waanji,waanyi
248,Worrorra,Australia,AUS,unp,Critically endangered,4,-16.4887,124.6289,,worrorra,worora
1370,Awakatek (Mexico),Mexico,MEX,,Critically endangered,3,19.3481,-90.7177,"Localities of Maya Tecún I, Maya Teceun II and Santo Domingo Kesté in the municipality of Champotón in the state of Campeche",awacatèque (Mexique),aguacateco (México)
44,Baldemu,Cameroon,CMR,bdn,Critically endangered,3,10.5742,14.5623,,baldamou,baldamu
37,Bung,Cameroon,CMR,bqd,Critically endangered,3,6.5718,11.8267,,bung,bung
580,Canichana,Bolivia (Plurinational State of),BOL,caz,Extinct,3,-14.5835,-64.9731,"San Pedro, province of Cercado, department of Beni",canichana,canichana
835,Central Pomo,United States of America,USA,poo,Critically endangered,3,38.9704,-123.6893,speakers on the California coast at Point Arena-Manchester and about 40 miles inland in the Hopland area.,pomo central,pomo central
816,Central Sierra Miwok,United States of America,USA,csm,Critically endangered,3,37.9620,-120.2384,"Descendants live in a scattering of small communities, the largest at the Jackson and Tuolumne Rancherias, CA.",miwok de la Sierra centrale,miwokano serrano central
1470,Chemehuevi,United States of America,USA,ute,Critically endangered,3,34.0138,-114.2146,"Colorado River Indian Reservation at Parker, Arizona, and on the neighboring Chemehuevi Reservation in California.",chemehuevi,chemehuevi
789,Kiowa Apache,United States of America,USA,apk,Critically endangered,3,35.1018,-98.6033,,kiowa apache,apache de Kiowa
812,Konkow,United States of America,USA,mjd,Critically endangered,3,39.4670,-121.5155,"Mooretown Rancheria, CA.",konkow,maidú noroccidental
814,Lake Miwok,United States of America,USA,lmw,Critically endangered,3,38.6426,-122.3849,"Speakers live at the Middletown Rancheria, on ancestral Lake Miwok territory to the southeast of Clear Lake.",miwok du lac,miwokano del lago
1643,Mabiri,Chad,TCD,muj,Critically endangered,3,12.1682,18.7275,,mabire,mabiri
1463,Mescalero-Chiricahua Apache (Oklahoma),United States of America,USA,apm,Critically endangered,3,34.8986,-98.3589,"Chiricahua speakers, Ft. Sill Apache",apache mescalero-chiricahua (Oklahoma),apache mescalero-chiricahua (Oklahoma)
834,Northern Pomo,United States of America,USA,pej,Critically endangered,3,39.4143,-123.3502,"Sherwood Rancheria near Willits, California",pomo du nord,pomo septentrional
1623,Sabanê,Brazil,BRA,sae,Critically endangered,3,-12.5277,-59.6859,,sabanê,sabanês
836,Southern Pomo,United States of America,USA,peq,Critically endangered,3,38.7048,-122.8971,"Speakers live along the lower course of the Russian River in Sonoma County, California.",pomo du sud,pomo meridional
817,Southern Sierra Miwok,United States of America,USA,skd,Critically endangered,3,37.6148,-119.7890,"Descendants live in a scattering of small communities, the largest at the Jackson and Tuolumne Rancherias, CA.",miwok de la Sierra méridionale,miwokano serrano meridional
865,Tubatulabal,United States of America,USA,tub,Critically endangered,3,35.6444,-118.5183,"Kern County, California, in the Kern River Valley of the southern Sierra Nevada.",tubatulabal,tubatulabal
279,Tuscarora (United States of America),United States of America,USA,tus,Critically endangered,3,43.0877,-79.0627,"Tuscarora Reservation near Niagara Falls, New York, in the US; Six Nations Reserve, Ontario, in Canada.",tuscarora (États-Unis d'Amérique),tuscarora (Estados Unidos)
2157,Ura,Vanuatu,VUT,,Critically endangered,3,-18.6540,169.0740,Erromango,ura,ura
729,Andoa (Peru),Peru,PER,anb,Critically endangered,2,-2.6796,-76.2011,"Cabeceras del río Pastaza, en Loreto. Localidad de  Andoas en el río Tigre",andoa (Pérou),andoa (Perú)
571,Arikapu,Brazil,BRA,ark,Critically endangered,2,-12.0527,-64.7259,the group lives in indigenous lands of Rio Branco - Município of Alta Floresta in the state of Rondônia - Brazil,arikapu,arikapú
1708,Aurê-Aurá,Brazil,BRA,aux,Critically endangered,2,-2.9649,-46.2084,,aurê-aurá,aurá
287,Baré (Brazil),Brazil,BRA,"bae, mht",Critically endangered,2,0.4394,-68.2031,"Indigenous lands Alto Rio Negro, Marabitanas/Cue Cue,  Médio Rio Negro I, Médio Rio Negro II, Rio Téa north-western Amazonas State, Xié river area - Brazil",baré (Brésil),baré (Brasil)
582,Cayuvava,Bolivia (Plurinational State of),BOL,cyb,Critically endangered,2,-12.7903,-65.3247,"north of Yacuma province, department of Beni",cayuvava,cayubaba
179,Gajerrong,Australia,AUS,gdh,Critically endangered,2,-15.2220,128.6059,,kadjerong,gadjerawang
181,Ganggalidda,Australia,AUS,gcd,Critically endangered,2,-17.1001,138.3618,,ganggalida,ganggalida
1615,Guarasu,Brazil,BRA,,Critically endangered,2,-13.4724,-61.0427,,guarasu,guarasú
792,Klallam,United States of America,USA,clm,Critically endangered,2,47.8475,-122.5850,"The principal Klallam communities are at three small reservations, Port Gamble, Lower Elwha, and Jamestown.  There is also a Klallam community on the Becher Bay Reserve on Vancouver Island.",klallam,clallam
1619,Kujubim,Brazil,BRA,,Critically endangered,2,-11.9963,-64.7534,The group lives in the south-western Rondônia - Brazil,kujubim,kuyubí
198,Kunjen,Australia,AUS,kjn,Critically endangered,2,-16.1316,142.2070,,kunjen,kunjen
1672,Kuruáya,Brazil,BRA,kyr,Critically endangered,2,-5.0033,-53.9208,,kuruáya,kuruáya
2508,Lemerig,Vanuatu,VUT,vlr,Critically endangered,2,-13.7473,167.4096,"Vanua Lava, Banks Islands",lemerig,lemerig
26,Luri,Nigeria,NGA,ldd,Critically endangered,2,9.9255,9.5965,,luri,lurí
811,Maidu,United States of America,USA,nmu,Critically endangered,2,40.4134,-120.6738,"Some Maidu descendants are members of the small Susanville and Greenville Rancherias, but most live away from tribal land in scattered locations in Plumas and Lassen County.",maidu,maidú nororiental
1535,Oneida (New York),United States of America,USA,one,Critically endangered,2,43.0778,-75.6622,"Near Oneida, NY; also Green Bay, WI; and  on the Thames River near London, Ontario, Canada.",oneida (New York),oneida (Nueva York)
2069,Poyanawa,Brazil,BRA,pyn,Critically endangered,2,-7.6238,-73.2568,,poyanawa,poyanáwa
649,Puruborá,Brazil,BRA,pur,Critically endangered,2,-12.3292,-64.2919,"One lives near Guajárá-Mirim and one near Costa Marques.  Group is trying to retribalize.  Puru= jaguar, borá=plural",puruborá,puruborá
2046,Kulun,China,CHN,uun,Extinct,0,24.9823,121.3591,Taiwan Province,kulun,kulun
652,Salamãy,Brazil,BRA,mnd,Critically endangered,2,-8.7602,-63.9074,"Lévi-Strauss made a mistake in the name of the group: Mondé was a personal name of one man (like John or Bill), not the name of the group, which calls itself Salamãy (singular) or Salamãy éy (pl)",mondé,mondé
1389,Sambe,Nigeria,NGA,,Critically endangered,2,8.6027,8.3825,,sambe,sambe
801,Spokane,United States of America,USA,spo,Critically endangered,2,47.9286,-118.0165,"Spokane Reservation, northeastern Washington.",spokane,espokane
173,Tharkarri,Australia,AUS,dhl,Critically endangered,2,-24.1480,114.6533,,tharkarri,dalanchi
728,Vacacocha,Peru,PER,ash,Critically endangered,2,-2.0869,-74.5092,"Departamento de  Loreto, Comunidad de  Puerto Elvira, arriba  del encuentro del río Napo con el río Curaray",auishiri (tekiraka),abishira
239,Wangaaybuwan,Australia,AUS,wyb,Critically endangered,2,-31.1093,144.9975,,Wangaaybuwan,vangaybuván
1704,Xipáya,Brazil,BRA,xiy,Critically endangered,2,-4.3902,-53.9648,,xipaya,xipaya
1507,Apiaká,Brazil,BRA,api,Critically endangered,1,-11.1519,-57.3113,The group lives in the northern state of Mato Grosso - Brasil,apiaká,apiaká
1398,Bikya,Cameroon,CMR,byb,Critically endangered,1,6.8309,10.0277,,bikya,bikya
1399,Bishuo,Cameroon,CMR,bwh,Critically endangered,1,6.9032,10.0991,,bishuo,bishuo
2060,Chaná,Argentina,ARG,,Critically endangered,1,-31.8402,-60.5786,"Paraná, Entre Ríos (Argentina).",chaná,chaná
2280,Dampel,Indonesia,IDN,,Critically endangered,1,0.7923,120.2494,"Near Bangkir, on the northern corst of the northern part of the narrow neck connecting the central bulk of Sulawesi",dampal,dampal
595,Diahói,Brazil,BRA,pah,Critically endangered,1,-7.9939,-62.1936,"The group lives in indigenous lands Diahui, Middle Madeira River, southern Amazonas State, Municipality of Humaitá - Brazil.",diahói,diahói
1776,Kaixána,Brazil,BRA,,Critically endangered,1,-2.0649,-67.4121,,kaixana,kaixana
2112,Lae,Papua New Guinea,PNG,,Extinct,1,-6.6318,147.1810,Morobe,lae,lae
2113,Laua,Papua New Guinea,PNG,luf,Critically endangered,1,-10.1824,149.2053,Central Province,laua,laua
810,Patwin,United States of America,USA,wit,Critically endangered,1,38.7608,-122.0354,"Descendants live on small rancherias at Cortina and Colusa, and on the Rumsey (Cache Creek) Rancheria west of Woodland",patwin,patwin
2047,Pazeh,China,CHN,uun,Critically endangered,1,24.2469,120.7727,Taiwan Province,pazeh,pazeh
